"parking_details_id","parking_id","spaces","updatedon"
"3759","5","-1","Sat, 23 Jul 2022 10:29:05"
"3760","4","-1","Sat, 23 Jul 2022 10:29:05"
"3761","3","-1","Sat, 23 Jul 2022 10:29:05"
"3762","2","219","Sat, 23 Jul 2022 10:29:05"
"3763","5","-1","Sat, 23 Jul 2022 10:29:05"
"3764","4","-1","Sat, 23 Jul 2022 10:29:05"
"3765","3","-1","Sat, 23 Jul 2022 10:29:05"
"3766","2","219","Sat, 23 Jul 2022 10:29:05"
"3767","5","-1","Sat, 23 Jul 2022 10:29:05"
"3768","4","-1","Sat, 23 Jul 2022 10:29:05"
"3769","3","-1","Sat, 23 Jul 2022 10:29:05"
"3770","2","219","Sat, 23 Jul 2022 10:29:05"
"3771","5","-1","Sat, 23 Jul 2022 10:29:05"
"3772","4","-1","Sat, 23 Jul 2022 10:29:05"
"3773","3","-1","Sat, 23 Jul 2022 10:29:05"
"3774","2","219","Sat, 23 Jul 2022 10:29:05"
"3775","5","-1","Sat, 23 Jul 2022 10:29:05"
"3776","4","-1","Sat, 23 Jul 2022 10:29:05"
"3777","3","-1","Sat, 23 Jul 2022 10:29:05"
"3778","2","219","Sat, 23 Jul 2022 10:29:05"
"3779","5","-1","Sat, 23 Jul 2022 10:29:05"
"3780","4","-1","Sat, 23 Jul 2022 10:29:05"
"3781","3","-1","Sat, 23 Jul 2022 10:29:05"
"3782","2","219","Sat, 23 Jul 2022 10:29:05"
"3783","5","-1","Sat, 23 Jul 2022 10:29:05"
"3784","4","-1","Sat, 23 Jul 2022 10:29:05"
"3785","3","-1","Sat, 23 Jul 2022 10:29:05"
"3786","2","219","Sat, 23 Jul 2022 10:29:05"
"3787","5","-1","Sat, 23 Jul 2022 10:29:05"
"3788","4","-1","Sat, 23 Jul 2022 10:29:05"
"3789","3","-1","Sat, 23 Jul 2022 10:29:05"
"3790","2","219","Sat, 23 Jul 2022 10:29:05"
"3791","5","-1","Sat, 23 Jul 2022 10:29:05"
"3792","4","-1","Sat, 23 Jul 2022 10:29:05"
"3793","3","-1","Sat, 23 Jul 2022 10:29:05"
"3794","2","219","Sat, 23 Jul 2022 10:29:05"
"3795","5","-1","Sat, 23 Jul 2022 10:29:05"
"3796","4","-1","Sat, 23 Jul 2022 10:29:05"
"3797","3","-1","Sat, 23 Jul 2022 10:29:05"
"3798","2","219","Sat, 23 Jul 2022 10:29:05"
"3799","5","-1","Sat, 23 Jul 2022 10:29:05"
"3800","4","-1","Sat, 23 Jul 2022 10:29:05"
"3801","3","-1","Sat, 23 Jul 2022 10:29:05"
"3802","2","219","Sat, 23 Jul 2022 10:29:05"
"3803","5","-1","Sat, 23 Jul 2022 10:29:05"
"3804","4","-1","Sat, 23 Jul 2022 10:29:05"
"3805","3","-1","Sat, 23 Jul 2022 10:29:05"
"3806","2","219","Sat, 23 Jul 2022 10:29:05"
"3807","5","-1","Sat, 23 Jul 2022 10:29:05"
"3808","4","-1","Sat, 23 Jul 2022 10:29:05"
"3809","3","-1","Sat, 23 Jul 2022 10:29:05"
"3810","2","219","Sat, 23 Jul 2022 10:29:05"
"3811","5","-1","Sat, 23 Jul 2022 10:29:05"
"3812","4","-1","Sat, 23 Jul 2022 10:29:05"
"3813","3","-1","Sat, 23 Jul 2022 10:29:05"
"3814","2","219","Sat, 23 Jul 2022 10:29:05"
"3815","5","-1","Sat, 23 Jul 2022 10:29:05"
"3816","4","-1","Sat, 23 Jul 2022 10:29:05"
"3817","3","-1","Sat, 23 Jul 2022 10:29:05"
"3818","2","219","Sat, 23 Jul 2022 10:29:05"
"3819","5","-1","Sat, 23 Jul 2022 10:29:05"
"3820","4","-1","Sat, 23 Jul 2022 10:29:05"
"3821","3","-1","Sat, 23 Jul 2022 10:29:05"
"3822","2","219","Sat, 23 Jul 2022 10:29:05"
"3823","5","-1","Sat, 23 Jul 2022 10:29:05"
"3824","4","-1","Sat, 23 Jul 2022 10:29:05"
"3825","3","-1","Sat, 23 Jul 2022 10:29:05"
"3826","2","219","Sat, 23 Jul 2022 10:29:05"
"3827","5","-1","Sat, 23 Jul 2022 10:29:05"
"3828","4","-1","Sat, 23 Jul 2022 10:29:05"
"3829","3","-1","Sat, 23 Jul 2022 10:29:05"
"3830","2","219","Sat, 23 Jul 2022 10:29:05"
"3831","5","-1","Sat, 23 Jul 2022 10:29:05"
"3832","4","-1","Sat, 23 Jul 2022 10:29:05"
"3833","3","-1","Sat, 23 Jul 2022 10:29:05"
"3834","2","219","Sat, 23 Jul 2022 10:29:05"
"3835","5","-1","Sat, 23 Jul 2022 10:29:05"
"3836","4","-1","Sat, 23 Jul 2022 10:29:05"
"3837","3","-1","Sat, 23 Jul 2022 10:29:05"
"3838","2","219","Sat, 23 Jul 2022 10:29:05"
"3839","5","-1","Sat, 23 Jul 2022 10:29:05"
"3840","4","-1","Sat, 23 Jul 2022 10:29:05"
"3841","3","-1","Sat, 23 Jul 2022 10:29:05"
"3842","2","219","Sat, 23 Jul 2022 10:29:05"
"3843","5","-1","Sat, 23 Jul 2022 10:29:05"
"3844","4","-1","Sat, 23 Jul 2022 10:29:05"
"3845","3","-1","Sat, 23 Jul 2022 10:29:05"
"3846","2","219","Sat, 23 Jul 2022 10:29:05"
"3847","5","-1","Sat, 23 Jul 2022 10:29:05"
"3848","4","-1","Sat, 23 Jul 2022 10:29:05"
"3849","3","-1","Sat, 23 Jul 2022 10:29:05"
"3850","2","219","Sat, 23 Jul 2022 10:29:05"
"3851","5","-1","Sat, 23 Jul 2022 10:29:05"
"3852","4","-1","Sat, 23 Jul 2022 10:29:05"
"3853","3","-1","Sat, 23 Jul 2022 10:29:05"
"3854","2","219","Sat, 23 Jul 2022 10:29:05"
"3855","5","-1","Sat, 23 Jul 2022 10:29:05"
"3856","4","-1","Sat, 23 Jul 2022 10:29:05"
"3857","3","-1","Sat, 23 Jul 2022 10:29:05"
"3858","2","219","Sat, 23 Jul 2022 10:29:05"
"3859","5","-1","Sat, 23 Jul 2022 10:29:05"
"3860","4","-1","Sat, 23 Jul 2022 10:29:05"
"3861","3","-1","Sat, 23 Jul 2022 10:29:05"
"3862","2","219","Sat, 23 Jul 2022 10:29:05"
"3863","5","-1","Sat, 23 Jul 2022 10:29:05"
"3864","4","-1","Sat, 23 Jul 2022 10:29:05"
"3865","3","-1","Sat, 23 Jul 2022 10:29:05"
"3866","2","219","Sat, 23 Jul 2022 10:29:05"
"3867","5","-1","Sat, 23 Jul 2022 10:29:05"
"3868","4","-1","Sat, 23 Jul 2022 10:29:05"
"3869","3","-1","Sat, 23 Jul 2022 10:29:05"
"3870","2","219","Sat, 23 Jul 2022 10:29:05"
"3871","5","-1","Sat, 23 Jul 2022 10:29:05"
"3872","4","-1","Sat, 23 Jul 2022 10:29:05"
"3873","3","-1","Sat, 23 Jul 2022 10:29:05"
"3874","2","219","Sat, 23 Jul 2022 10:29:05"
"3875","5","-1","Sat, 23 Jul 2022 10:29:05"
"3876","4","-1","Sat, 23 Jul 2022 10:29:05"
"3877","3","-1","Sat, 23 Jul 2022 10:29:05"
"3878","2","219","Sat, 23 Jul 2022 10:29:05"
"3879","5","-1","Sat, 23 Jul 2022 10:29:05"
"3880","4","-1","Sat, 23 Jul 2022 10:29:05"
"3881","3","-1","Sat, 23 Jul 2022 10:29:05"
"3882","2","219","Sat, 23 Jul 2022 10:29:05"
"3883","5","-1","Sat, 23 Jul 2022 10:29:05"
"3884","4","-1","Sat, 23 Jul 2022 10:29:05"
"3885","3","-1","Sat, 23 Jul 2022 10:29:05"
"3886","2","219","Sat, 23 Jul 2022 10:29:05"
"3887","5","-1","Sat, 23 Jul 2022 10:29:05"
"3888","4","-1","Sat, 23 Jul 2022 10:29:05"
"3889","3","-1","Sat, 23 Jul 2022 10:29:05"
"3890","2","219","Sat, 23 Jul 2022 10:29:05"
"3891","5","-1","Sat, 23 Jul 2022 10:29:05"
"3892","4","-1","Sat, 23 Jul 2022 10:29:05"
"3893","3","-1","Sat, 23 Jul 2022 10:29:05"
"3894","2","219","Sat, 23 Jul 2022 10:29:05"
"3895","5","-1","Sat, 23 Jul 2022 10:29:05"
"3896","4","-1","Sat, 23 Jul 2022 10:29:05"
"3897","3","-1","Sat, 23 Jul 2022 10:29:05"
"3898","2","219","Sat, 23 Jul 2022 10:29:05"
"3899","5","-1","Sat, 23 Jul 2022 10:29:05"
"3900","4","-1","Sat, 23 Jul 2022 10:29:05"
"3901","3","-1","Sat, 23 Jul 2022 10:29:05"
"3902","2","219","Sat, 23 Jul 2022 10:29:05"
"3903","5","-1","Sat, 23 Jul 2022 10:29:05"
"3904","4","-1","Sat, 23 Jul 2022 10:29:05"
"3905","3","-1","Sat, 23 Jul 2022 10:29:05"
"3906","2","219","Sat, 23 Jul 2022 10:29:05"
"3907","5","-1","Sat, 23 Jul 2022 10:29:05"
"3908","4","-1","Sat, 23 Jul 2022 10:29:05"
"3909","3","-1","Sat, 23 Jul 2022 10:29:05"
"3910","2","219","Sat, 23 Jul 2022 10:29:05"
"3911","5","-1","Sat, 23 Jul 2022 10:29:05"
"3912","4","-1","Sat, 23 Jul 2022 10:29:05"
"3913","3","-1","Sat, 23 Jul 2022 10:29:05"
"3914","2","219","Sat, 23 Jul 2022 10:29:05"
"3915","5","-1","Sat, 23 Jul 2022 10:29:05"
"3916","4","-1","Sat, 23 Jul 2022 10:29:05"
"3917","3","-1","Sat, 23 Jul 2022 10:29:05"
"3918","2","219","Sat, 23 Jul 2022 10:29:05"
"3919","5","-1","Sat, 23 Jul 2022 10:29:05"
"3920","4","-1","Sat, 23 Jul 2022 10:29:05"
"3921","3","-1","Sat, 23 Jul 2022 10:29:05"
"3922","2","219","Sat, 23 Jul 2022 10:29:05"
"3923","5","-1","Sat, 23 Jul 2022 10:29:05"
"3924","4","-1","Sat, 23 Jul 2022 10:29:05"
"3925","3","-1","Sat, 23 Jul 2022 10:29:05"
"3926","2","219","Sat, 23 Jul 2022 10:29:05"
"3927","5","-1","Sat, 23 Jul 2022 10:29:05"
"3928","4","-1","Sat, 23 Jul 2022 10:29:05"
"3929","3","-1","Sat, 23 Jul 2022 10:29:05"
"3930","2","219","Sat, 23 Jul 2022 10:29:05"
"3931","5","-1","Sat, 23 Jul 2022 10:29:05"
"3932","4","-1","Sat, 23 Jul 2022 10:29:05"
"3933","3","-1","Sat, 23 Jul 2022 10:29:05"
"3934","2","219","Sat, 23 Jul 2022 10:29:05"
"3935","5","-1","Sat, 23 Jul 2022 10:29:05"
"3936","4","-1","Sat, 23 Jul 2022 10:29:05"
"3937","3","-1","Sat, 23 Jul 2022 10:29:05"
"3938","2","219","Sat, 23 Jul 2022 10:29:05"
"3939","5","-1","Sat, 23 Jul 2022 10:29:05"
"3940","4","-1","Sat, 23 Jul 2022 10:29:05"
"3941","3","-1","Sat, 23 Jul 2022 10:29:05"
"3942","2","219","Sat, 23 Jul 2022 10:29:05"
"3943","5","-1","Sat, 23 Jul 2022 10:29:05"
"3944","4","-1","Sat, 23 Jul 2022 10:29:05"
"3945","3","-1","Sat, 23 Jul 2022 10:29:05"
"3946","2","219","Sat, 23 Jul 2022 10:29:05"
"3947","5","-1","Sat, 23 Jul 2022 10:29:05"
"3948","4","-1","Sat, 23 Jul 2022 10:29:05"
"3949","3","-1","Sat, 23 Jul 2022 10:29:05"
"3950","2","219","Sat, 23 Jul 2022 10:29:05"
"3951","5","-1","Sat, 23 Jul 2022 10:29:05"
"3952","4","-1","Sat, 23 Jul 2022 10:29:05"
"3953","3","-1","Sat, 23 Jul 2022 10:29:05"
"3954","2","219","Sat, 23 Jul 2022 10:29:05"
"3955","5","-1","Sat, 23 Jul 2022 10:29:05"
"3956","4","-1","Sat, 23 Jul 2022 10:29:05"
"3957","3","-1","Sat, 23 Jul 2022 10:29:05"
"3958","2","219","Sat, 23 Jul 2022 10:29:05"
"3959","5","-1","Sat, 23 Jul 2022 10:29:05"
"3960","4","-1","Sat, 23 Jul 2022 10:29:05"
"3961","3","-1","Sat, 23 Jul 2022 10:29:05"
"3962","2","219","Sat, 23 Jul 2022 10:29:05"
"3963","5","-1","Sat, 23 Jul 2022 10:29:05"
"3964","4","-1","Sat, 23 Jul 2022 10:29:05"
"3965","3","-1","Sat, 23 Jul 2022 10:29:05"
"3966","2","219","Sat, 23 Jul 2022 10:29:05"
"3967","5","-1","Sat, 23 Jul 2022 10:29:05"
"3968","4","-1","Sat, 23 Jul 2022 10:29:05"
"3969","3","-1","Sat, 23 Jul 2022 10:29:05"
"3970","2","219","Sat, 23 Jul 2022 10:29:05"
"3971","5","-1","Sat, 23 Jul 2022 10:29:05"
"3972","4","-1","Sat, 23 Jul 2022 10:29:05"
"3973","3","-1","Sat, 23 Jul 2022 10:29:05"
"3974","2","219","Sat, 23 Jul 2022 10:29:05"
"3975","5","-1","Sat, 23 Jul 2022 10:29:05"
"3976","4","-1","Sat, 23 Jul 2022 10:29:05"
"3977","3","-1","Sat, 23 Jul 2022 10:29:05"
"3978","2","219","Sat, 23 Jul 2022 10:29:05"
"3979","5","-1","Sat, 23 Jul 2022 10:29:05"
"3980","4","-1","Sat, 23 Jul 2022 10:29:05"
"3981","3","-1","Sat, 23 Jul 2022 10:29:05"
"3982","2","219","Sat, 23 Jul 2022 10:29:05"
"3983","5","-1","Sat, 23 Jul 2022 10:29:05"
"3984","4","-1","Sat, 23 Jul 2022 10:29:05"
"3985","3","-1","Sat, 23 Jul 2022 10:29:05"
"3986","2","219","Sat, 23 Jul 2022 10:29:05"
"3987","5","-1","Sat, 23 Jul 2022 10:29:05"
"3988","4","-1","Sat, 23 Jul 2022 10:29:05"
"3989","3","-1","Sat, 23 Jul 2022 10:29:05"
"3990","2","219","Sat, 23 Jul 2022 10:29:05"
"3991","5","-1","Sat, 23 Jul 2022 10:29:05"
"3992","4","-1","Sat, 23 Jul 2022 10:29:05"
"3993","3","-1","Sat, 23 Jul 2022 10:29:05"
"3994","2","219","Sat, 23 Jul 2022 10:29:05"
"3995","5","-1","Sat, 23 Jul 2022 10:29:05"
"3996","4","-1","Sat, 23 Jul 2022 10:29:05"
"3997","3","-1","Sat, 23 Jul 2022 10:29:05"
"3998","2","219","Sat, 23 Jul 2022 10:29:05"
"3999","5","-1","Sat, 23 Jul 2022 10:29:05"
"4000","4","-1","Sat, 23 Jul 2022 10:29:05"
"4001","3","-1","Sat, 23 Jul 2022 10:29:05"
"4002","2","219","Sat, 23 Jul 2022 10:29:05"
"4003","5","-1","Sat, 23 Jul 2022 10:29:05"
"4004","4","-1","Sat, 23 Jul 2022 10:29:05"
"4005","3","-1","Sat, 23 Jul 2022 10:29:05"
"4006","2","219","Sat, 23 Jul 2022 10:29:05"
"4007","5","-1","Sat, 23 Jul 2022 10:29:05"
"4008","4","-1","Sat, 23 Jul 2022 10:29:05"
"4009","3","-1","Sat, 23 Jul 2022 10:29:05"
"4010","2","219","Sat, 23 Jul 2022 10:29:05"
"4011","5","-1","Sat, 23 Jul 2022 10:29:05"
"4012","4","-1","Sat, 23 Jul 2022 10:29:05"
"4013","3","-1","Sat, 23 Jul 2022 10:29:05"
"4014","2","219","Sat, 23 Jul 2022 10:29:05"
"4015","5","-1","Sat, 23 Jul 2022 10:29:05"
"4016","4","-1","Sat, 23 Jul 2022 10:29:05"
"4017","3","-1","Sat, 23 Jul 2022 10:29:05"
"4018","2","219","Sat, 23 Jul 2022 10:29:05"
"4019","5","-1","Sat, 23 Jul 2022 10:29:05"
"4020","4","-1","Sat, 23 Jul 2022 10:29:05"
"4021","3","-1","Sat, 23 Jul 2022 10:29:05"
"4022","2","219","Sat, 23 Jul 2022 10:29:05"
"4023","5","-1","Sat, 23 Jul 2022 10:29:05"
"4024","4","-1","Sat, 23 Jul 2022 10:29:05"
"4025","3","-1","Sat, 23 Jul 2022 10:29:05"
"4026","2","219","Sat, 23 Jul 2022 10:29:05"
"4027","5","-1","Sat, 23 Jul 2022 10:29:05"
"4028","4","-1","Sat, 23 Jul 2022 10:29:05"
"4029","3","-1","Sat, 23 Jul 2022 10:29:05"
"4030","2","219","Sat, 23 Jul 2022 10:29:05"
"4031","5","-1","Sat, 23 Jul 2022 10:29:05"
"4032","4","-1","Sat, 23 Jul 2022 10:29:05"
"4033","3","-1","Sat, 23 Jul 2022 10:29:05"
"4034","2","219","Sat, 23 Jul 2022 10:29:05"
"4035","5","-1","Sat, 23 Jul 2022 10:29:05"
"4036","4","-1","Sat, 23 Jul 2022 10:29:05"
"4037","3","-1","Sat, 23 Jul 2022 10:29:05"
"4038","2","219","Sat, 23 Jul 2022 10:29:05"
"4039","5","-1","Sat, 23 Jul 2022 10:29:05"
"4040","4","-1","Sat, 23 Jul 2022 10:29:05"
"4041","3","-1","Sat, 23 Jul 2022 10:29:05"
"4042","2","219","Sat, 23 Jul 2022 10:29:05"
"4043","5","-1","Sat, 23 Jul 2022 10:29:05"
"4044","4","-1","Sat, 23 Jul 2022 10:29:05"
"4045","3","-1","Sat, 23 Jul 2022 10:29:05"
"4046","2","219","Sat, 23 Jul 2022 10:29:05"
"4047","5","-1","Sat, 23 Jul 2022 10:29:05"
"4048","4","-1","Sat, 23 Jul 2022 10:29:05"
"4049","3","-1","Sat, 23 Jul 2022 10:29:05"
"4050","2","219","Sat, 23 Jul 2022 10:29:05"
"4051","5","-1","Sat, 23 Jul 2022 10:29:05"
"4052","4","-1","Sat, 23 Jul 2022 10:29:05"
"4053","3","-1","Sat, 23 Jul 2022 10:29:05"
"4054","2","219","Sat, 23 Jul 2022 10:29:05"
"4055","5","-1","Sat, 23 Jul 2022 10:29:05"
"4056","4","-1","Sat, 23 Jul 2022 10:29:05"
"4057","3","-1","Sat, 23 Jul 2022 10:29:05"
"4058","2","219","Sat, 23 Jul 2022 10:29:05"
"4059","5","-1","Sat, 23 Jul 2022 10:29:05"
"4060","4","-1","Sat, 23 Jul 2022 10:29:05"
"4061","3","-1","Sat, 23 Jul 2022 10:29:05"
"4062","2","219","Sat, 23 Jul 2022 10:29:05"
"4063","5","-1","Sat, 23 Jul 2022 10:29:05"
"4064","4","-1","Sat, 23 Jul 2022 10:29:05"
"4065","3","-1","Sat, 23 Jul 2022 10:29:05"
"4066","2","219","Sat, 23 Jul 2022 10:29:05"
"4067","5","-1","Sat, 23 Jul 2022 10:29:05"
"4068","4","-1","Sat, 23 Jul 2022 10:29:05"
"4069","3","-1","Sat, 23 Jul 2022 10:29:05"
"4070","2","219","Sat, 23 Jul 2022 10:29:05"
"4071","5","-1","Sat, 23 Jul 2022 10:29:05"
"4072","4","-1","Sat, 23 Jul 2022 10:29:05"
"4073","3","-1","Sat, 23 Jul 2022 10:29:05"
"4074","2","219","Sat, 23 Jul 2022 10:29:05"
"4075","5","-1","Sat, 23 Jul 2022 10:29:05"
"4076","4","-1","Sat, 23 Jul 2022 10:29:05"
"4077","3","-1","Sat, 23 Jul 2022 10:29:05"
"4078","2","219","Sat, 23 Jul 2022 10:29:05"
"4079","5","-1","Sat, 23 Jul 2022 10:29:05"
"4080","4","-1","Sat, 23 Jul 2022 10:29:05"
"4081","3","-1","Sat, 23 Jul 2022 10:29:05"
"4082","2","219","Sat, 23 Jul 2022 10:29:05"
"4083","5","-1","Sat, 23 Jul 2022 10:29:05"
"4084","4","-1","Sat, 23 Jul 2022 10:29:05"
"4085","3","-1","Sat, 23 Jul 2022 10:29:05"
"4086","2","219","Sat, 23 Jul 2022 10:29:05"
"4087","5","-1","Sat, 23 Jul 2022 10:29:05"
"4088","4","-1","Sat, 23 Jul 2022 10:29:05"
"4089","3","-1","Sat, 23 Jul 2022 10:29:05"
"4090","2","219","Sat, 23 Jul 2022 10:29:05"
"4091","5","-1","Sat, 23 Jul 2022 10:29:05"
"4092","4","-1","Sat, 23 Jul 2022 10:29:05"
"4093","3","-1","Sat, 23 Jul 2022 10:29:05"
"4094","2","219","Sat, 23 Jul 2022 10:29:05"
"4095","5","-1","Sat, 23 Jul 2022 10:29:05"
"4096","4","-1","Sat, 23 Jul 2022 10:29:05"
"4097","3","-1","Sat, 23 Jul 2022 10:29:05"
"4098","2","219","Sat, 23 Jul 2022 10:29:05"
"4099","5","-1","Sat, 23 Jul 2022 10:29:05"
"4100","4","-1","Sat, 23 Jul 2022 10:29:05"
"4101","3","-1","Sat, 23 Jul 2022 10:29:05"
"4102","2","219","Sat, 23 Jul 2022 10:29:05"
"4103","5","-1","Sat, 23 Jul 2022 10:29:05"
"4104","4","-1","Sat, 23 Jul 2022 10:29:05"
"4105","3","-1","Sat, 23 Jul 2022 10:29:05"
"4106","2","219","Sat, 23 Jul 2022 10:29:05"
"4107","5","-1","Sat, 23 Jul 2022 10:29:05"
"4108","4","-1","Sat, 23 Jul 2022 10:29:05"
"4109","3","-1","Sat, 23 Jul 2022 10:29:05"
"4110","2","219","Sat, 23 Jul 2022 10:29:05"
"4111","5","-1","Sat, 23 Jul 2022 10:29:05"
"4112","4","-1","Sat, 23 Jul 2022 10:29:05"
"4113","3","-1","Sat, 23 Jul 2022 10:29:05"
"4114","2","219","Sat, 23 Jul 2022 10:29:05"
"4115","5","-1","Sat, 23 Jul 2022 10:29:05"
"4116","4","-1","Sat, 23 Jul 2022 10:29:05"
"4117","3","-1","Sat, 23 Jul 2022 10:29:05"
"4118","2","219","Sat, 23 Jul 2022 10:29:05"
"4119","5","-1","Sat, 23 Jul 2022 10:29:05"
"4120","4","-1","Sat, 23 Jul 2022 10:29:05"
"4121","3","-1","Sat, 23 Jul 2022 10:29:05"
"4122","2","219","Sat, 23 Jul 2022 10:29:05"
"4123","5","-1","Sat, 23 Jul 2022 10:29:05"
"4124","4","-1","Sat, 23 Jul 2022 10:29:05"
"4125","3","-1","Sat, 23 Jul 2022 10:29:05"
"4126","2","219","Sat, 23 Jul 2022 10:29:05"
"4127","5","-1","Sat, 23 Jul 2022 10:29:05"
"4128","4","-1","Sat, 23 Jul 2022 10:29:05"
"4129","3","-1","Sat, 23 Jul 2022 10:29:05"
"4130","2","219","Sat, 23 Jul 2022 10:29:05"
"4131","5","-1","Sat, 23 Jul 2022 10:29:05"
"4132","4","-1","Sat, 23 Jul 2022 10:29:05"
"4133","3","-1","Sat, 23 Jul 2022 10:29:05"
"4134","2","219","Sat, 23 Jul 2022 10:29:05"
"4135","5","-1","Sat, 23 Jul 2022 10:29:05"
"4136","4","-1","Sat, 23 Jul 2022 10:29:05"
"4137","3","-1","Sat, 23 Jul 2022 10:29:05"
"4138","2","219","Sat, 23 Jul 2022 10:29:05"
"4139","5","-1","Sat, 23 Jul 2022 10:29:05"
"4140","4","-1","Sat, 23 Jul 2022 10:29:05"
"4141","3","-1","Sat, 23 Jul 2022 10:29:05"
"4142","2","219","Sat, 23 Jul 2022 10:29:05"
"4143","5","-1","Sat, 23 Jul 2022 10:29:05"
"4144","4","-1","Sat, 23 Jul 2022 10:29:05"
"4145","3","-1","Sat, 23 Jul 2022 10:29:05"
"4146","2","219","Sat, 23 Jul 2022 10:29:05"
"4147","5","-1","Sat, 23 Jul 2022 10:29:05"
"4148","4","-1","Sat, 23 Jul 2022 10:29:05"
"4149","3","-1","Sat, 23 Jul 2022 10:29:05"
"4150","2","219","Sat, 23 Jul 2022 10:29:05"
"4151","5","-1","Sat, 23 Jul 2022 10:29:05"
"4152","4","-1","Sat, 23 Jul 2022 10:29:05"
"4153","3","-1","Sat, 23 Jul 2022 10:29:05"
"4154","2","219","Sat, 23 Jul 2022 10:29:05"
"4155","5","-1","Sat, 23 Jul 2022 10:29:05"
"4156","4","-1","Sat, 23 Jul 2022 10:29:05"
"4157","3","-1","Sat, 23 Jul 2022 10:29:05"
"4158","2","219","Sat, 23 Jul 2022 10:29:05"
"4159","5","-1","Sat, 23 Jul 2022 10:29:05"
"4160","4","-1","Sat, 23 Jul 2022 10:29:05"
"4161","3","-1","Sat, 23 Jul 2022 10:29:05"
"4162","2","219","Sat, 23 Jul 2022 10:29:05"
"4163","5","-1","Sat, 23 Jul 2022 10:29:05"
"4164","4","-1","Sat, 23 Jul 2022 10:29:05"
"4165","3","-1","Sat, 23 Jul 2022 10:29:05"
"4166","2","219","Sat, 23 Jul 2022 10:29:05"
"4167","5","-1","Sat, 23 Jul 2022 10:29:05"
"4168","4","-1","Sat, 23 Jul 2022 10:29:05"
"4169","3","-1","Sat, 23 Jul 2022 10:29:05"
"4170","2","219","Sat, 23 Jul 2022 10:29:05"
"4171","5","-1","Sat, 23 Jul 2022 10:29:05"
"4172","4","-1","Sat, 23 Jul 2022 10:29:05"
"4173","3","-1","Sat, 23 Jul 2022 10:29:05"
"4174","2","219","Sat, 23 Jul 2022 10:29:05"
"4175","5","-1","Sat, 23 Jul 2022 10:29:05"
"4176","4","-1","Sat, 23 Jul 2022 10:29:05"
"4177","3","-1","Sat, 23 Jul 2022 10:29:05"
"4178","2","219","Sat, 23 Jul 2022 10:29:05"
"4179","5","-1","Sat, 23 Jul 2022 10:29:05"
"4180","4","-1","Sat, 23 Jul 2022 10:29:05"
"4181","3","-1","Sat, 23 Jul 2022 10:29:05"
"4182","2","219","Sat, 23 Jul 2022 10:29:05"
"4183","5","-1","Sat, 23 Jul 2022 10:29:05"
"4184","4","-1","Sat, 23 Jul 2022 10:29:05"
"4185","3","-1","Sat, 23 Jul 2022 10:29:05"
"4186","2","219","Sat, 23 Jul 2022 10:29:05"
"4187","5","-1","Sat, 23 Jul 2022 10:29:05"
"4188","4","-1","Sat, 23 Jul 2022 10:29:05"
"4189","3","-1","Sat, 23 Jul 2022 10:29:05"
"4190","2","219","Sat, 23 Jul 2022 10:29:05"
"4191","5","-1","Sat, 23 Jul 2022 10:29:05"
"4192","4","-1","Sat, 23 Jul 2022 10:29:05"
"4193","3","-1","Sat, 23 Jul 2022 10:29:05"
"4194","2","219","Sat, 23 Jul 2022 10:29:05"
"4195","5","-1","Sat, 23 Jul 2022 10:29:05"
"4196","4","-1","Sat, 23 Jul 2022 10:29:05"
"4197","3","-1","Sat, 23 Jul 2022 10:29:05"
"4198","2","219","Sat, 23 Jul 2022 10:29:05"
"4199","5","-1","Sat, 23 Jul 2022 10:29:05"
"4200","4","-1","Sat, 23 Jul 2022 10:29:05"
"4201","3","-1","Sat, 23 Jul 2022 10:29:05"
"4202","2","219","Sat, 23 Jul 2022 10:29:05"
"4203","5","-1","Sat, 23 Jul 2022 10:29:05"
"4204","4","-1","Sat, 23 Jul 2022 10:29:05"
"4205","3","-1","Sat, 23 Jul 2022 10:29:05"
"4206","2","219","Sat, 23 Jul 2022 10:29:05"
"4207","5","-1","Sat, 23 Jul 2022 10:29:05"
"4208","4","-1","Sat, 23 Jul 2022 10:29:05"
"4209","3","-1","Sat, 23 Jul 2022 10:29:05"
"4210","2","219","Sat, 23 Jul 2022 10:29:05"
"4211","5","-1","Sat, 23 Jul 2022 10:29:05"
"4212","4","-1","Sat, 23 Jul 2022 10:29:05"
"4213","3","-1","Sat, 23 Jul 2022 10:29:05"
"4214","2","219","Sat, 23 Jul 2022 10:29:05"
"4215","5","-1","Sat, 23 Jul 2022 10:29:05"
"4216","4","-1","Sat, 23 Jul 2022 10:29:05"
"4217","3","-1","Sat, 23 Jul 2022 10:29:05"
"4218","2","219","Sat, 23 Jul 2022 10:29:05"
"4219","5","-1","Sat, 23 Jul 2022 10:29:05"
"4220","4","-1","Sat, 23 Jul 2022 10:29:05"
"4221","3","-1","Sat, 23 Jul 2022 10:29:05"
"4222","2","219","Sat, 23 Jul 2022 10:29:05"
"4223","5","-1","Sat, 23 Jul 2022 10:29:05"
"4224","4","-1","Sat, 23 Jul 2022 10:29:05"
"4225","3","-1","Sat, 23 Jul 2022 10:29:05"
"4226","2","219","Sat, 23 Jul 2022 10:29:05"
"4227","5","-1","Sat, 23 Jul 2022 10:29:05"
