"parking_details_id","parking_id","spaces","updatedon"
"1","3","-1","Tue, 19 Jul 2022 10:58:57"
"2","2","117","Tue, 19 Jul 2022 10:58:57"
"3","5","-1","Tue, 19 Jul 2022 10:58:57"
"4","4","-1","Tue, 19 Jul 2022 10:58:57"
"5","3","-1","Tue, 19 Jul 2022 10:58:57"
"6","2","117","Tue, 19 Jul 2022 10:58:57"
"7","5","-1","Tue, 19 Jul 2022 10:58:57"
"8","4","-1","Tue, 19 Jul 2022 10:58:57"
"9","3","-1","Tue, 19 Jul 2022 10:58:57"
"10","2","117","Tue, 19 Jul 2022 10:58:57"
"11","5","-1","Tue, 19 Jul 2022 10:58:57"
"12","4","-1","Tue, 19 Jul 2022 10:58:57"
"13","3","-1","Tue, 19 Jul 2022 10:58:57"
"14","2","117","Tue, 19 Jul 2022 10:58:57"
"15","5","-1","Tue, 19 Jul 2022 10:58:57"
"16","4","-1","Tue, 19 Jul 2022 10:58:57"
"17","3","-1","Tue, 19 Jul 2022 10:58:57"
"18","2","117","Tue, 19 Jul 2022 10:58:57"
"19","5","-1","Tue, 19 Jul 2022 10:58:57"
"20","4","-1","Tue, 19 Jul 2022 10:58:57"
"21","3","-1","Tue, 19 Jul 2022 10:58:57"
"22","2","117","Tue, 19 Jul 2022 10:58:57"
"23","5","-1","Tue, 19 Jul 2022 10:58:57"
"24","4","-1","Tue, 19 Jul 2022 10:58:57"
"25","3","-1","Tue, 19 Jul 2022 10:58:57"
"26","2","117","Tue, 19 Jul 2022 10:58:57"
"27","5","-1","Tue, 19 Jul 2022 10:58:57"
"28","4","-1","Tue, 19 Jul 2022 10:58:57"
"29","3","-1","Tue, 19 Jul 2022 10:58:57"
"30","2","117","Tue, 19 Jul 2022 10:58:57"
"31","5","-1","Tue, 19 Jul 2022 10:58:57"
"32","4","-1","Tue, 19 Jul 2022 10:58:57"
"33","3","-1","Tue, 19 Jul 2022 10:58:57"
"34","2","117","Tue, 19 Jul 2022 10:58:57"
"35","5","-1","Tue, 19 Jul 2022 10:58:57"
"36","4","-1","Tue, 19 Jul 2022 10:58:57"
"37","3","-1","Tue, 19 Jul 2022 10:58:57"
"38","2","117","Tue, 19 Jul 2022 10:58:57"
"39","5","-1","Tue, 19 Jul 2022 10:58:57"
"40","4","-1","Tue, 19 Jul 2022 10:58:57"
"41","3","-1","Tue, 19 Jul 2022 10:58:57"
"42","2","117","Tue, 19 Jul 2022 10:58:57"
"43","5","-1","Tue, 19 Jul 2022 10:58:57"
"44","4","-1","Tue, 19 Jul 2022 10:58:57"
"45","3","-1","Tue, 19 Jul 2022 10:58:57"
"46","2","117","Tue, 19 Jul 2022 10:58:57"
"47","5","-1","Tue, 19 Jul 2022 10:58:57"
"48","4","-1","Tue, 19 Jul 2022 10:58:57"
"49","3","-1","Tue, 19 Jul 2022 10:58:57"
"50","2","117","Tue, 19 Jul 2022 10:58:57"
"51","5","-1","Tue, 19 Jul 2022 10:58:57"
"52","4","-1","Tue, 19 Jul 2022 10:58:57"
"53","3","-1","Tue, 19 Jul 2022 10:58:57"
"54","2","117","Tue, 19 Jul 2022 10:58:57"
"55","5","-1","Tue, 19 Jul 2022 10:58:57"
"56","4","-1","Tue, 19 Jul 2022 10:58:57"
"57","3","-1","Tue, 19 Jul 2022 10:58:57"
"58","2","117","Tue, 19 Jul 2022 10:58:57"
"59","5","-1","Tue, 19 Jul 2022 10:58:57"
"60","4","-1","Tue, 19 Jul 2022 10:58:57"
"61","3","-1","Tue, 19 Jul 2022 10:58:57"
"62","2","117","Tue, 19 Jul 2022 10:58:57"
"63","5","-1","Tue, 19 Jul 2022 10:58:57"
"64","4","-1","Tue, 19 Jul 2022 10:58:57"
"65","3","-1","Tue, 19 Jul 2022 10:58:57"
"66","2","117","Tue, 19 Jul 2022 10:58:57"
"67","5","-1","Tue, 19 Jul 2022 10:58:57"
"68","4","-1","Tue, 19 Jul 2022 10:58:57"
"69","3","-1","Tue, 19 Jul 2022 10:58:57"
"70","2","117","Tue, 19 Jul 2022 10:58:57"
"71","5","-1","Tue, 19 Jul 2022 10:58:57"
"72","4","-1","Tue, 19 Jul 2022 10:58:57"
"73","3","-1","Tue, 19 Jul 2022 10:58:57"
"74","2","117","Tue, 19 Jul 2022 10:58:57"
"75","5","-1","Tue, 19 Jul 2022 10:58:57"
"76","4","-1","Tue, 19 Jul 2022 10:58:57"
"77","3","-1","Tue, 19 Jul 2022 10:58:57"
"78","2","117","Tue, 19 Jul 2022 10:58:57"
"79","5","-1","Tue, 19 Jul 2022 10:58:57"
"80","4","-1","Tue, 19 Jul 2022 10:58:57"
"81","3","-1","Tue, 19 Jul 2022 10:58:57"
"82","2","117","Tue, 19 Jul 2022 10:58:57"
"83","5","-1","Tue, 19 Jul 2022 10:58:57"
"84","4","-1","Tue, 19 Jul 2022 10:58:57"
"85","3","-1","Tue, 19 Jul 2022 10:58:57"
"86","2","117","Tue, 19 Jul 2022 10:58:57"
"87","5","-1","Tue, 19 Jul 2022 10:58:57"
"88","4","-1","Tue, 19 Jul 2022 10:58:57"
"89","3","-1","Tue, 19 Jul 2022 10:58:57"
"90","2","117","Tue, 19 Jul 2022 10:58:57"
"91","5","-1","Tue, 19 Jul 2022 10:58:57"
"92","4","-1","Tue, 19 Jul 2022 10:58:57"
"93","3","-1","Tue, 19 Jul 2022 10:58:57"
"94","2","117","Tue, 19 Jul 2022 10:58:57"
"95","5","-1","Tue, 19 Jul 2022 10:58:57"
"96","4","-1","Tue, 19 Jul 2022 10:58:57"
"97","3","-1","Tue, 19 Jul 2022 10:58:57"
"98","2","117","Tue, 19 Jul 2022 10:58:57"
"99","5","-1","Tue, 19 Jul 2022 10:58:57"
"100","4","-1","Tue, 19 Jul 2022 10:58:57"
"101","3","-1","Tue, 19 Jul 2022 10:58:57"
"102","2","117","Tue, 19 Jul 2022 10:58:57"
"103","5","-1","Tue, 19 Jul 2022 10:58:57"
"104","4","-1","Tue, 19 Jul 2022 10:58:57"
"105","3","-1","Tue, 19 Jul 2022 10:58:57"
"106","2","117","Tue, 19 Jul 2022 10:58:57"
"107","5","-1","Tue, 19 Jul 2022 10:58:57"
"108","4","-1","Tue, 19 Jul 2022 10:58:57"
"109","3","-1","Tue, 19 Jul 2022 10:58:57"
"110","2","117","Tue, 19 Jul 2022 10:58:57"
"111","5","-1","Tue, 19 Jul 2022 10:58:57"
"112","4","-1","Tue, 19 Jul 2022 10:58:57"
"113","3","-1","Tue, 19 Jul 2022 10:58:57"
"114","2","117","Tue, 19 Jul 2022 10:58:57"
"115","5","-1","Tue, 19 Jul 2022 10:58:57"
"116","4","-1","Tue, 19 Jul 2022 10:58:57"
"117","3","-1","Tue, 19 Jul 2022 10:58:57"
"118","2","117","Tue, 19 Jul 2022 10:58:57"
"119","5","-1","Tue, 19 Jul 2022 10:58:57"
"120","4","-1","Tue, 19 Jul 2022 10:58:57"
"121","3","-1","Tue, 19 Jul 2022 10:58:57"
"122","2","117","Tue, 19 Jul 2022 10:58:57"
"123","5","-1","Tue, 19 Jul 2022 10:58:57"
"124","4","-1","Tue, 19 Jul 2022 10:58:57"
"125","3","-1","Tue, 19 Jul 2022 10:58:57"
"126","2","117","Tue, 19 Jul 2022 10:58:57"
"127","5","-1","Tue, 19 Jul 2022 10:58:57"
"128","4","-1","Tue, 19 Jul 2022 10:58:57"
"129","3","-1","Tue, 19 Jul 2022 10:58:57"
"130","2","117","Tue, 19 Jul 2022 10:58:57"
"131","5","-1","Tue, 19 Jul 2022 10:58:57"
"132","4","-1","Tue, 19 Jul 2022 10:58:57"
"133","3","-1","Tue, 19 Jul 2022 10:58:57"
"134","2","117","Tue, 19 Jul 2022 10:58:57"
"135","5","-1","Tue, 19 Jul 2022 10:58:57"
"136","4","-1","Tue, 19 Jul 2022 10:58:57"
"137","3","-1","Tue, 19 Jul 2022 10:58:57"
"138","2","117","Tue, 19 Jul 2022 10:58:57"
"139","5","-1","Tue, 19 Jul 2022 10:58:57"
"140","4","-1","Tue, 19 Jul 2022 10:58:57"
"141","3","-1","Tue, 19 Jul 2022 10:58:57"
"142","2","117","Tue, 19 Jul 2022 10:58:57"
"143","5","-1","Tue, 19 Jul 2022 10:58:57"
"144","4","-1","Tue, 19 Jul 2022 10:58:57"
"145","3","-1","Tue, 19 Jul 2022 10:58:57"
"146","2","117","Tue, 19 Jul 2022 10:58:57"
"147","5","-1","Tue, 19 Jul 2022 10:58:57"
"148","4","-1","Tue, 19 Jul 2022 10:58:57"
"149","3","-1","Tue, 19 Jul 2022 10:58:57"
"150","2","117","Tue, 19 Jul 2022 10:58:57"
"151","5","-1","Tue, 19 Jul 2022 10:58:57"
"152","4","-1","Tue, 19 Jul 2022 10:58:57"
"153","3","-1","Tue, 19 Jul 2022 10:58:57"
"154","2","117","Tue, 19 Jul 2022 10:58:57"
"155","5","-1","Tue, 19 Jul 2022 10:58:57"
"156","4","-1","Tue, 19 Jul 2022 10:58:57"
"157","3","-1","Tue, 19 Jul 2022 10:58:57"
"158","2","117","Tue, 19 Jul 2022 10:58:57"
"159","5","-1","Tue, 19 Jul 2022 10:58:57"
"160","4","-1","Tue, 19 Jul 2022 10:58:57"
"161","3","-1","Tue, 19 Jul 2022 10:58:57"
"162","2","117","Tue, 19 Jul 2022 10:58:57"
"163","5","-1","Tue, 19 Jul 2022 10:58:57"
"164","4","-1","Tue, 19 Jul 2022 10:58:57"
"165","3","-1","Tue, 19 Jul 2022 10:58:57"
"166","2","117","Tue, 19 Jul 2022 10:58:57"
"167","5","-1","Tue, 19 Jul 2022 10:58:57"
"168","4","-1","Tue, 19 Jul 2022 10:58:57"
"169","3","-1","Tue, 19 Jul 2022 10:58:57"
"170","2","117","Tue, 19 Jul 2022 10:58:57"
"171","5","-1","Tue, 19 Jul 2022 10:58:57"
"172","4","-1","Tue, 19 Jul 2022 10:58:57"
"173","3","-1","Tue, 19 Jul 2022 10:58:57"
"174","2","117","Tue, 19 Jul 2022 10:58:57"
"175","5","-1","Tue, 19 Jul 2022 10:58:57"
"176","4","-1","Tue, 19 Jul 2022 10:58:57"
"177","3","-1","Tue, 19 Jul 2022 10:58:57"
"178","2","117","Tue, 19 Jul 2022 10:58:57"
"179","5","-1","Tue, 19 Jul 2022 10:58:57"
"180","4","-1","Tue, 19 Jul 2022 10:58:57"
"181","3","-1","Tue, 19 Jul 2022 10:58:57"
"182","2","117","Tue, 19 Jul 2022 10:58:57"
"183","5","-1","Tue, 19 Jul 2022 10:58:57"
"184","4","-1","Tue, 19 Jul 2022 10:58:57"
"185","3","-1","Tue, 19 Jul 2022 10:58:57"
"186","2","117","Tue, 19 Jul 2022 10:58:57"
"187","5","-1","Tue, 19 Jul 2022 10:58:57"
"188","4","-1","Tue, 19 Jul 2022 10:58:57"
"189","3","-1","Tue, 19 Jul 2022 10:58:57"
"190","2","117","Tue, 19 Jul 2022 10:58:57"
"191","5","-1","Tue, 19 Jul 2022 10:58:57"
"192","4","-1","Tue, 19 Jul 2022 10:58:57"
"193","3","-1","Tue, 19 Jul 2022 10:58:57"
"194","2","117","Tue, 19 Jul 2022 10:58:57"
"195","5","-1","Tue, 19 Jul 2022 10:58:57"
"196","4","-1","Tue, 19 Jul 2022 10:58:57"
"197","3","-1","Tue, 19 Jul 2022 10:58:57"
"198","2","117","Tue, 19 Jul 2022 10:58:57"
"199","5","-1","Tue, 19 Jul 2022 10:58:57"
"200","4","-1","Tue, 19 Jul 2022 10:58:57"
"201","3","-1","Tue, 19 Jul 2022 10:58:57"
"202","2","117","Tue, 19 Jul 2022 10:58:57"
"203","5","-1","Tue, 19 Jul 2022 10:58:57"
"204","4","-1","Tue, 19 Jul 2022 10:58:57"
"205","3","-1","Tue, 19 Jul 2022 10:58:57"
"206","2","117","Tue, 19 Jul 2022 10:58:57"
"207","5","-1","Tue, 19 Jul 2022 10:58:57"
"208","4","-1","Tue, 19 Jul 2022 10:58:57"
"209","3","-1","Tue, 19 Jul 2022 10:58:57"
"210","2","117","Tue, 19 Jul 2022 10:58:57"
"211","5","-1","Tue, 19 Jul 2022 10:58:57"
"212","4","-1","Tue, 19 Jul 2022 10:58:57"
"213","3","-1","Tue, 19 Jul 2022 10:58:57"
"214","2","117","Tue, 19 Jul 2022 10:58:57"
"215","5","-1","Tue, 19 Jul 2022 10:58:57"
"216","4","-1","Tue, 19 Jul 2022 10:58:57"
"217","3","-1","Tue, 19 Jul 2022 10:58:57"
"218","2","117","Tue, 19 Jul 2022 10:58:57"
"219","5","-1","Tue, 19 Jul 2022 10:58:57"
"220","4","-1","Tue, 19 Jul 2022 10:58:57"
"221","3","-1","Tue, 19 Jul 2022 10:58:57"
"222","2","117","Tue, 19 Jul 2022 10:58:57"
"223","5","-1","Tue, 19 Jul 2022 10:58:57"
"224","4","-1","Tue, 19 Jul 2022 10:58:57"
"225","3","-1","Tue, 19 Jul 2022 10:58:57"
"226","2","117","Tue, 19 Jul 2022 10:58:57"
"227","5","-1","Tue, 19 Jul 2022 10:58:57"
"228","4","-1","Tue, 19 Jul 2022 10:58:57"
"229","3","-1","Tue, 19 Jul 2022 10:58:57"
"230","2","117","Tue, 19 Jul 2022 10:58:57"
"231","5","-1","Tue, 19 Jul 2022 10:58:57"
"232","4","-1","Tue, 19 Jul 2022 10:58:57"
"233","3","-1","Tue, 19 Jul 2022 10:58:57"
"234","2","117","Tue, 19 Jul 2022 10:58:57"
"235","5","-1","Tue, 19 Jul 2022 10:58:57"
"236","4","-1","Tue, 19 Jul 2022 10:58:57"
"237","3","-1","Tue, 19 Jul 2022 10:58:57"
"238","2","117","Tue, 19 Jul 2022 10:58:57"
"239","5","-1","Tue, 19 Jul 2022 10:58:57"
"240","4","-1","Tue, 19 Jul 2022 10:58:57"
"241","3","-1","Tue, 19 Jul 2022 10:58:57"
"242","2","117","Tue, 19 Jul 2022 10:58:57"
"243","5","-1","Tue, 19 Jul 2022 10:58:57"
"244","4","-1","Tue, 19 Jul 2022 10:58:57"
"245","3","-1","Tue, 19 Jul 2022 10:58:57"
"246","2","117","Tue, 19 Jul 2022 10:58:57"
"247","5","-1","Tue, 19 Jul 2022 10:58:57"
"248","4","-1","Tue, 19 Jul 2022 10:58:57"
"249","3","-1","Tue, 19 Jul 2022 10:58:57"
"250","2","117","Tue, 19 Jul 2022 10:58:57"
"251","5","-1","Tue, 19 Jul 2022 10:58:57"
"252","4","-1","Tue, 19 Jul 2022 10:58:57"
"253","3","-1","Tue, 19 Jul 2022 10:58:57"
"254","2","117","Tue, 19 Jul 2022 10:58:57"
"255","5","-1","Tue, 19 Jul 2022 10:58:57"
"256","4","-1","Tue, 19 Jul 2022 10:58:57"
"257","3","-1","Tue, 19 Jul 2022 10:58:57"
"258","2","117","Tue, 19 Jul 2022 10:58:57"
"259","5","-1","Tue, 19 Jul 2022 10:58:57"
"260","4","-1","Tue, 19 Jul 2022 10:58:57"
"261","3","-1","Tue, 19 Jul 2022 10:58:57"
"262","2","117","Tue, 19 Jul 2022 10:58:57"
"263","5","-1","Tue, 19 Jul 2022 10:58:57"
"264","4","-1","Tue, 19 Jul 2022 10:58:57"
"265","3","-1","Tue, 19 Jul 2022 10:58:57"
"266","2","117","Tue, 19 Jul 2022 10:58:57"
"267","5","-1","Tue, 19 Jul 2022 10:58:57"
"268","4","-1","Tue, 19 Jul 2022 10:58:57"
"269","3","-1","Tue, 19 Jul 2022 10:58:57"
"270","2","117","Tue, 19 Jul 2022 10:58:57"
"271","5","-1","Tue, 19 Jul 2022 10:58:57"
"272","4","-1","Tue, 19 Jul 2022 10:58:57"
"273","3","-1","Tue, 19 Jul 2022 10:58:57"
"274","2","117","Tue, 19 Jul 2022 10:58:57"
"275","5","-1","Tue, 19 Jul 2022 10:58:57"
"276","4","-1","Tue, 19 Jul 2022 10:58:57"
"277","3","-1","Tue, 19 Jul 2022 10:58:57"
"278","2","117","Tue, 19 Jul 2022 10:58:57"
"279","5","-1","Tue, 19 Jul 2022 10:58:57"
"280","4","-1","Tue, 19 Jul 2022 10:58:57"
"281","3","-1","Tue, 19 Jul 2022 10:58:57"
"282","2","117","Tue, 19 Jul 2022 10:58:57"
"283","5","-1","Tue, 19 Jul 2022 10:58:57"
"284","4","-1","Tue, 19 Jul 2022 10:58:57"
"285","3","-1","Tue, 19 Jul 2022 10:58:57"
"286","2","117","Tue, 19 Jul 2022 10:58:57"
"287","5","-1","Tue, 19 Jul 2022 10:58:57"
"288","4","-1","Tue, 19 Jul 2022 10:58:57"
"289","3","-1","Tue, 19 Jul 2022 10:58:57"
"290","2","117","Tue, 19 Jul 2022 10:58:57"
"291","5","-1","Tue, 19 Jul 2022 10:58:57"
"292","4","-1","Tue, 19 Jul 2022 10:58:57"
"293","3","-1","Tue, 19 Jul 2022 10:58:57"
"294","2","117","Tue, 19 Jul 2022 10:58:57"
"295","5","-1","Tue, 19 Jul 2022 10:58:57"
"296","4","-1","Tue, 19 Jul 2022 10:58:57"
"297","3","-1","Tue, 19 Jul 2022 10:58:57"
"298","2","117","Tue, 19 Jul 2022 10:58:57"
"299","5","-1","Tue, 19 Jul 2022 10:58:57"
"300","4","-1","Tue, 19 Jul 2022 10:58:57"
"301","3","-1","Tue, 19 Jul 2022 10:58:57"
"302","2","117","Tue, 19 Jul 2022 10:58:57"
"303","5","-1","Tue, 19 Jul 2022 10:58:57"
"304","4","-1","Tue, 19 Jul 2022 10:58:57"
"305","3","-1","Tue, 19 Jul 2022 10:58:57"
"306","2","117","Tue, 19 Jul 2022 10:58:57"
"307","5","-1","Tue, 19 Jul 2022 10:58:57"
"308","4","-1","Tue, 19 Jul 2022 10:58:57"
"309","3","-1","Tue, 19 Jul 2022 10:58:57"
"310","2","117","Tue, 19 Jul 2022 10:58:57"
"311","5","-1","Tue, 19 Jul 2022 10:58:57"
"312","4","-1","Tue, 19 Jul 2022 10:58:57"
"313","3","-1","Tue, 19 Jul 2022 10:58:57"
"314","2","117","Tue, 19 Jul 2022 10:58:57"
"315","5","-1","Tue, 19 Jul 2022 10:58:57"
"316","4","-1","Tue, 19 Jul 2022 10:58:57"
"317","3","-1","Tue, 19 Jul 2022 10:58:57"
"318","2","117","Tue, 19 Jul 2022 10:58:57"
"319","5","-1","Tue, 19 Jul 2022 10:58:57"
"320","4","-1","Tue, 19 Jul 2022 10:58:57"
"321","3","-1","Tue, 19 Jul 2022 10:58:57"
"322","2","117","Tue, 19 Jul 2022 10:58:57"
"323","5","-1","Tue, 19 Jul 2022 10:58:57"
"324","4","-1","Tue, 19 Jul 2022 10:58:57"
"325","3","-1","Tue, 19 Jul 2022 10:58:57"
"326","2","117","Tue, 19 Jul 2022 10:58:57"
"327","5","-1","Tue, 19 Jul 2022 10:58:57"
"328","4","-1","Tue, 19 Jul 2022 10:58:57"
"329","3","-1","Tue, 19 Jul 2022 10:58:57"
"330","2","117","Tue, 19 Jul 2022 10:58:57"
"331","5","-1","Tue, 19 Jul 2022 10:58:57"
"332","4","-1","Tue, 19 Jul 2022 10:58:57"
"333","3","-1","Tue, 19 Jul 2022 10:58:57"
"334","2","117","Tue, 19 Jul 2022 10:58:57"
"335","5","-1","Tue, 19 Jul 2022 10:58:57"
"336","4","-1","Tue, 19 Jul 2022 10:58:57"
"337","3","-1","Tue, 19 Jul 2022 10:58:57"
"338","2","117","Tue, 19 Jul 2022 10:58:57"
"339","5","-1","Tue, 19 Jul 2022 10:58:57"
"340","4","-1","Tue, 19 Jul 2022 10:58:57"
"341","3","-1","Tue, 19 Jul 2022 10:58:57"
"342","2","117","Tue, 19 Jul 2022 10:58:57"
"343","5","-1","Tue, 19 Jul 2022 10:58:57"
"344","4","-1","Tue, 19 Jul 2022 10:58:57"
"345","3","-1","Tue, 19 Jul 2022 10:58:57"
"346","2","117","Tue, 19 Jul 2022 10:58:57"
"347","5","-1","Tue, 19 Jul 2022 10:58:57"
"348","4","-1","Tue, 19 Jul 2022 10:58:57"
"349","3","-1","Tue, 19 Jul 2022 10:58:57"
"350","2","117","Tue, 19 Jul 2022 10:58:57"
"351","5","-1","Tue, 19 Jul 2022 10:58:57"
"352","4","-1","Tue, 19 Jul 2022 10:58:57"
"353","3","-1","Tue, 19 Jul 2022 10:58:57"
"354","2","117","Tue, 19 Jul 2022 10:58:57"
"355","5","-1","Tue, 19 Jul 2022 10:58:57"
"356","4","-1","Tue, 19 Jul 2022 10:58:57"
"357","3","-1","Tue, 19 Jul 2022 10:58:57"
"358","2","117","Tue, 19 Jul 2022 10:58:57"
"359","5","-1","Tue, 19 Jul 2022 10:58:57"
"360","4","-1","Tue, 19 Jul 2022 10:58:57"
"361","3","-1","Tue, 19 Jul 2022 10:58:57"
"362","2","117","Tue, 19 Jul 2022 10:58:57"
"363","5","-1","Tue, 19 Jul 2022 10:58:57"
"364","4","-1","Tue, 19 Jul 2022 10:58:57"
"365","3","-1","Tue, 19 Jul 2022 10:58:57"
"366","2","117","Tue, 19 Jul 2022 10:58:57"
"367","5","-1","Tue, 19 Jul 2022 10:58:57"
"368","4","-1","Tue, 19 Jul 2022 10:58:57"
"369","3","-1","Tue, 19 Jul 2022 10:58:57"
"370","2","117","Tue, 19 Jul 2022 10:58:57"
"371","5","-1","Tue, 19 Jul 2022 10:58:57"
"372","4","-1","Tue, 19 Jul 2022 10:58:57"
"373","3","-1","Tue, 19 Jul 2022 10:58:57"
"374","2","117","Tue, 19 Jul 2022 10:58:57"
"375","5","-1","Tue, 19 Jul 2022 10:58:57"
"376","4","-1","Tue, 19 Jul 2022 10:58:57"
"377","3","-1","Tue, 19 Jul 2022 10:58:57"
"378","2","117","Tue, 19 Jul 2022 10:58:57"
"379","5","-1","Tue, 19 Jul 2022 10:58:57"
"380","4","-1","Tue, 19 Jul 2022 10:58:57"
"381","3","-1","Tue, 19 Jul 2022 10:58:57"
"382","2","117","Tue, 19 Jul 2022 10:58:57"
"383","5","-1","Tue, 19 Jul 2022 10:58:57"
"384","4","-1","Tue, 19 Jul 2022 10:58:57"
"385","3","-1","Tue, 19 Jul 2022 10:58:57"
"386","2","117","Tue, 19 Jul 2022 10:58:57"
"387","5","-1","Tue, 19 Jul 2022 10:58:57"
"388","4","-1","Tue, 19 Jul 2022 10:58:57"
"389","3","-1","Tue, 19 Jul 2022 10:58:57"
"390","2","117","Tue, 19 Jul 2022 10:58:57"
"391","5","-1","Tue, 19 Jul 2022 10:58:57"
"392","4","-1","Tue, 19 Jul 2022 10:58:57"
"393","3","-1","Tue, 19 Jul 2022 10:58:57"
"394","2","117","Tue, 19 Jul 2022 10:58:57"
"395","5","-1","Tue, 19 Jul 2022 10:58:57"
"396","4","-1","Tue, 19 Jul 2022 10:58:57"
"397","3","-1","Tue, 19 Jul 2022 10:58:57"
"398","2","117","Tue, 19 Jul 2022 10:58:57"
"399","5","-1","Tue, 19 Jul 2022 10:58:57"
"400","4","-1","Tue, 19 Jul 2022 10:58:57"
"401","3","-1","Tue, 19 Jul 2022 10:58:57"
"402","2","117","Tue, 19 Jul 2022 10:58:57"
"403","5","-1","Tue, 19 Jul 2022 10:58:57"
"404","4","-1","Tue, 19 Jul 2022 10:58:57"
"405","3","-1","Tue, 19 Jul 2022 10:58:57"
"406","2","117","Tue, 19 Jul 2022 10:58:57"
"407","5","-1","Tue, 19 Jul 2022 10:58:57"
"408","4","-1","Tue, 19 Jul 2022 10:58:57"
"409","3","-1","Tue, 19 Jul 2022 10:58:57"
"410","2","117","Tue, 19 Jul 2022 10:58:57"
"411","5","-1","Tue, 19 Jul 2022 10:58:57"
"412","4","-1","Tue, 19 Jul 2022 10:58:57"
"413","3","-1","Tue, 19 Jul 2022 10:58:57"
"414","2","117","Tue, 19 Jul 2022 10:58:57"
"415","5","-1","Tue, 19 Jul 2022 10:58:57"
"416","4","-1","Tue, 19 Jul 2022 10:58:57"
"417","3","-1","Tue, 19 Jul 2022 10:58:57"
"418","2","117","Tue, 19 Jul 2022 10:58:57"
"419","5","-1","Tue, 19 Jul 2022 10:58:57"
"420","4","-1","Tue, 19 Jul 2022 10:58:57"
"421","3","-1","Tue, 19 Jul 2022 10:58:57"
"422","2","117","Tue, 19 Jul 2022 10:58:57"
"423","5","-1","Tue, 19 Jul 2022 10:58:57"
"424","4","-1","Tue, 19 Jul 2022 10:58:57"
"425","3","-1","Tue, 19 Jul 2022 10:58:57"
"426","2","117","Tue, 19 Jul 2022 10:58:57"
"427","5","-1","Tue, 19 Jul 2022 10:58:57"
"428","4","-1","Tue, 19 Jul 2022 10:58:57"
"429","3","-1","Tue, 19 Jul 2022 10:58:57"
"430","2","117","Tue, 19 Jul 2022 10:58:57"
"431","5","-1","Tue, 19 Jul 2022 10:58:57"
"432","4","-1","Tue, 19 Jul 2022 10:58:57"
"433","3","-1","Tue, 19 Jul 2022 10:58:57"
"434","2","117","Tue, 19 Jul 2022 10:58:57"
"435","5","-1","Tue, 19 Jul 2022 10:58:57"
"436","4","-1","Tue, 19 Jul 2022 10:58:57"
"437","3","-1","Tue, 19 Jul 2022 10:58:57"
"438","2","117","Tue, 19 Jul 2022 10:58:57"
"439","5","-1","Tue, 19 Jul 2022 10:58:57"
"440","4","-1","Tue, 19 Jul 2022 10:58:57"
"441","3","-1","Tue, 19 Jul 2022 10:58:57"
"442","2","117","Tue, 19 Jul 2022 10:58:57"
"443","5","-1","Tue, 19 Jul 2022 10:58:57"
"444","4","-1","Tue, 19 Jul 2022 10:58:57"
"445","3","-1","Tue, 19 Jul 2022 10:58:57"
"446","2","117","Tue, 19 Jul 2022 10:58:57"
"447","5","-1","Tue, 19 Jul 2022 10:58:57"
"448","4","-1","Tue, 19 Jul 2022 10:58:57"
"449","3","-1","Tue, 19 Jul 2022 10:58:57"
"450","2","117","Tue, 19 Jul 2022 10:58:57"
"451","5","-1","Tue, 19 Jul 2022 10:58:57"
"452","4","-1","Tue, 19 Jul 2022 10:58:57"
"453","3","-1","Tue, 19 Jul 2022 10:58:57"
"454","2","117","Tue, 19 Jul 2022 10:58:57"
"455","5","-1","Tue, 19 Jul 2022 10:58:57"
"456","4","-1","Tue, 19 Jul 2022 10:58:57"
"457","3","-1","Tue, 19 Jul 2022 10:58:57"
"458","2","117","Tue, 19 Jul 2022 10:58:57"
"459","5","-1","Tue, 19 Jul 2022 10:58:57"
"460","4","-1","Tue, 19 Jul 2022 10:58:57"
"461","3","-1","Tue, 19 Jul 2022 10:58:57"
"462","2","117","Tue, 19 Jul 2022 10:58:57"
"463","5","-1","Tue, 19 Jul 2022 10:58:57"
"464","4","-1","Tue, 19 Jul 2022 10:58:57"
"465","3","-1","Tue, 19 Jul 2022 10:58:57"
"466","2","117","Tue, 19 Jul 2022 10:58:57"
"467","5","-1","Tue, 19 Jul 2022 10:58:57"
"468","4","-1","Tue, 19 Jul 2022 10:58:57"
"469","3","-1","Tue, 19 Jul 2022 10:58:57"
"470","2","117","Tue, 19 Jul 2022 10:58:57"
"471","5","-1","Tue, 19 Jul 2022 10:58:57"
"472","4","-1","Tue, 19 Jul 2022 10:58:57"
"473","3","-1","Tue, 19 Jul 2022 10:58:57"
"474","2","117","Tue, 19 Jul 2022 10:58:57"
"475","5","-1","Tue, 19 Jul 2022 10:58:57"
"476","4","-1","Tue, 19 Jul 2022 10:58:57"
"477","3","-1","Tue, 19 Jul 2022 10:58:57"
"478","2","117","Tue, 19 Jul 2022 10:58:57"
"479","5","-1","Tue, 19 Jul 2022 10:58:57"
"480","4","-1","Tue, 19 Jul 2022 10:58:57"
"481","3","-1","Tue, 19 Jul 2022 10:58:57"
"482","2","117","Tue, 19 Jul 2022 10:58:57"
"483","5","-1","Tue, 19 Jul 2022 10:58:57"
"484","4","-1","Tue, 19 Jul 2022 10:58:57"
"485","3","-1","Tue, 19 Jul 2022 10:58:57"
"486","2","117","Tue, 19 Jul 2022 10:58:57"
